,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Account Holder Category
2894,49,25.0,19,1,0.9,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2895,60,36.0,39,4,1.3,Graduate,140,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2896,54,28.0,81,3,0.8,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2897,28,2.0,34,4,1.3,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2898,27,1.0,140,1,5.9,Graduate,175,Yes,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
2899,42,18.0,114,1,0.3,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2900,52,28.0,55,2,3.2,Professional,151,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2901,54,30.0,21,1,0.1,Graduate,76,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2902,56,30.0,50,4,2.8,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
2903,58,34.0,41,3,1.5,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2904,56,32.0,190,3,2.2,Undergraduate,0,Yes,No,Yes,Yes,No,Holds Only Deposit Account
2905,64,40.0,8,2,0.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2906,35,8.0,55,2,1.66666666666667,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2907,45,20.0,40,2,1.3,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2908,57,32.0,22,3,0.1,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2909,35,8.0,44,2,1.66666666666667,Graduate,0,No,Yes,No,No,Yes,Holds Only Security Account
2910,46,22.0,102,3,4.5,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2911,30,4.0,54,4,1.8,Professional,235,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2912,44,20.0,130,4,3.2,Graduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
2913,39,12.0,75,3,2.33333333333333,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2914,42,18.0,42,2,1.7,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2915,34,9.0,133,1,3.8,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2916,46,20.0,40,1,1.2,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2917,55,31.0,34,3,1.5,Undergraduate,101,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2918,28,3.0,142,1,0.8,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2919,35,10.0,64,3,2.3,Undergraduate,0,No,No,Yes,Yes,Yes,Holds Only Deposit Account
2920,60,35.0,44,2,1.6,Professional,170,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2921,50,24.0,95,1,0.3,Undergraduate,262,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2922,52,26.0,49,1,1.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2923,51,27.0,12,2,0.2,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2924,51,26.0,98,1,1.3,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2925,59,35.0,42,4,0.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2926,53,28.0,44,2,0.6,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2927,43,17.0,124,1,5.2,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2928,31,6.0,175,2,6.7,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2929,32,6.0,22,4,0.3,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2930,41,17.0,78,4,2.66666666666667,Undergraduate,99,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2931,31,4.0,54,2,1.0,Graduate,109,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2932,41,16.0,154,1,7.0,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2933,47,22.0,42,3,2.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2934,37,13.0,195,2,6.5,Undergraduate,635,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2935,53,23.0,80,1,3.0,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2936,49,22.0,81,3,2.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2937,62,36.0,89,2,2.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2938,33,9.0,61,3,2.6,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2939,54,24.0,25,4,0.4,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2940,27,3.0,43,3,0.1,Graduate,163,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2941,60,35.0,122,1,2.6,Undergraduate,352,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2942,29,5.0,160,1,4.3,Undergraduate,385,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2943,56,32.0,83,4,1.6,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2944,55,30.0,79,2,0.0,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2945,45,19.0,30,3,0.5,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2946,33,9.0,145,1,4.3,Undergraduate,437,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2947,45,21.0,151,2,3.3,Undergraduate,328,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2948,44,18.0,14,2,0.1,Professional,98,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2949,37,11.0,19,3,0.2,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2950,42,16.0,55,1,0.7,Professional,135,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2951,26,2.0,132,2,2.4,Professional,0,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2952,33,8.0,182,1,8.6,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2953,61,36.0,78,3,0.5,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2954,31,7.0,42,1,2.4,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2955,54,29.0,44,2,2.3,Professional,187,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2956,62,38.0,195,4,5.2,Professional,522,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
2957,61,36.0,53,3,0.5,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2958,66,41.0,65,3,2.4,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2959,38,12.0,43,4,0.2,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2960,55,29.0,38,4,1.5,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2961,60,36.0,50,1,1.8,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2962,23,20.1046,81,2,1.8,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2963,29,3.0,41,1,1.9,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2964,35,10.0,73,3,2.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2965,53,27.0,31,2,0.4,Professional,104,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2966,32,7.0,84,3,0.6,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2967,38,14.0,95,2,1.9,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2968,44,18.0,162,4,1.3,Undergraduate,301,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
2969,43,18.0,60,2,2.2,Professional,115,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2970,54,30.0,121,2,1.1,Professional,0,Yes,Yes,No,No,No,Holds Only Security Account
2971,52,25.0,43,3,1.0,Graduate,165,No,No,Yes,Yes,Yes,Holds Only Deposit Account
2972,31,7.0,38,1,1.8,Graduate,182,No,No,Yes,Yes,Yes,Holds Only Deposit Account
2973,47,22.0,82,1,2.9,Undergraduate,276,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2974,42,18.0,52,4,1.9,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2975,57,33.0,43,3,1.5,Undergraduate,168,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2976,33,8.0,82,1,2.6,Graduate,0,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
2977,35,10.0,161,1,4.1,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
2978,56,30.0,24,2,0.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2979,57,32.0,102,1,2.6,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2980,25,20.1046,53,3,2.4,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2981,53,28.0,85,1,1.2,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2982,59,33.0,111,3,4.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2983,56,32.0,90,2,0.3,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2984,54,28.0,94,2,1.1,Undergraduate,188,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2985,48,23.0,63,4,3.6,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2986,55,30.0,153,2,2.8,Graduate,0,Yes,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
2987,33,7.0,39,2,2.0,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2988,46,21.0,205,2,8.8,Undergraduate,181,No,Yes,No,Yes,No,Holds Only Security Account
2989,42,18.0,142,1,3.4,Undergraduate,496,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2990,49,25.0,163,2,0.4,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
2991,42,17.0,113,3,1.0,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
2992,46,21.0,64,1,2.9,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
2993,65,40.0,20,3,0.1,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
2994,50,24.0,179,1,1.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2995,54,24.0,91,2,4.5,Professional,90,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
2996,42,18.0,103,1,3.33333333333333,Undergraduate,0,Yes,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
2997,57,33.0,80,4,1.6,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2998,61,35.0,38,2,0.3,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
2999,60,34.0,44,1,0.2,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3000,40,14.0,164,1,4.3,Graduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3001,33,7.0,81,3,1.6,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3002,37,13.0,95,2,1.7,Graduate,83,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3003,52,28.0,44,3,1.9,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3004,33,7.0,88,3,1.6,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3005,62,36.0,148,3,7.0,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3006,62,37.0,169,3,5.0,Graduate,184,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
3007,63,37.0,11,1,0.8,Graduate,102,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3008,55,25.0,92,1,3.0,Professional,158,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3009,33,9.0,74,3,2.6,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3010,25,1.0,72,3,0.8,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3011,55,31.0,63,3,2.66666666666667,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3012,29,3.0,172,2,4.5,Undergraduate,415,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3013,45,21.0,183,2,1.4,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3014,60,34.0,40,1,2.5,Professional,166,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3015,44,18.0,68,4,2.9,Undergraduate,0,No,Yes,No,No,Yes,Holds Only Security Account
3016,48,23.0,78,4,3.6,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3017,57,32.0,68,2,3.7,Undergraduate,184,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3018,58,32.0,49,1,1.4,Undergraduate,99,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3019,58,33.0,39,2,2.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3020,44,20.0,151,1,3.5,Undergraduate,392,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3021,54,28.0,159,2,0.5,Undergraduate,461,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3022,59,33.0,89,4,1.9,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3023,63,37.0,105,4,1.7,Professional,244,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3024,61,35.0,78,2,2.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3025,58,32.0,128,2,2.7,Undergraduate,344,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3026,44,20.0,81,4,0.8,Undergraduate,228,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3027,53,29.0,50,4,0.1,Professional,152,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3028,63,39.0,38,3,0.1,Professional,178,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3029,41,17.0,119,2,6.1,Undergraduate,263,No,Yes,No,Yes,No,Holds Only Security Account
3030,50,26.0,110,3,1.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3031,51,25.0,29,1,1.4,Professional,102,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3032,47,22.0,19,1,0.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3033,43,19.0,130,2,4.7,Professional,221,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3034,46,21.0,38,1,2.4,Undergraduate,130,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3035,50,24.0,31,1,0.3,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3036,33,9.0,14,4,0.7,Graduate,105,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3037,27,2.0,158,3,0.4,Graduate,0,Yes,No,Yes,Yes,No,Holds Only Deposit Account
3038,34,8.0,39,4,0.2,Undergraduate,115,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3039,34,9.0,141,2,4.9,Professional,0,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3040,28,2.0,33,3,1.0,Undergraduate,167,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3041,29,5.0,92,2,0.6,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3042,52,26.0,78,3,3.0,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3043,47,22.0,42,3,2.7,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3044,41,16.0,15,2,0.3,Graduate,83,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3045,58,32.0,48,1,2.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3046,37,12.0,63,3,2.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3047,57,33.0,149,1,4.7,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
3048,63,39.0,49,1,0.8,Undergraduate,103,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3049,60,35.0,125,2,3.9,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3050,50,25.0,58,1,1.3,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3051,60,35.0,48,3,1.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3052,54,30.0,75,2,3.2,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3053,28,4.0,114,2,0.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3054,45,21.0,134,4,5.5,Graduate,0,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
3055,28,2.0,111,4,2.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3056,54,29.0,62,4,3.8,Graduate,149,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3057,42,18.0,45,1,0.7,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
3058,30,4.0,113,2,0.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3059,61,36.0,128,1,2.6,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3060,64,38.0,168,4,5.7,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3061,38,13.0,81,1,4.0,Professional,206,No,Yes,No,Yes,No,Holds Only Security Account
3062,39,14.0,75,1,0.1,Graduate,297,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3063,54,29.0,21,4,0.1,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3064,59,33.0,83,3,4.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3065,39,15.0,121,1,3.5,Undergraduate,368,No,Yes,No,Yes,No,Holds Only Security Account
3066,63,33.0,40,4,1.66666666666667,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3067,31,5.0,101,1,2.9,Professional,170,No,Yes,No,No,No,Holds Only Security Account
3068,56,26.0,90,2,4.5,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3069,47,20.0,68,1,2.66666666666667,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3070,28,3.0,74,2,1.8,Graduate,221,No,Yes,No,No,No,Holds Only Security Account
3071,32,8.0,74,4,0.1,Graduate,257,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3072,54,30.0,51,2,3.2,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3073,29,5.0,149,1,1.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3074,39,15.0,31,1,1.4,Professional,88,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3075,26,0.0,85,2,1.6,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3076,29,20.1046,62,2,1.75,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3077,46,21.0,44,1,0.3,Undergraduate,110,No,Yes,No,Yes,No,Holds Only Security Account
3078,38,13.0,63,3,0.5,Professional,190,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
3079,55,31.0,23,2,0.3,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3080,48,22.0,40,3,2.2,Graduate,87,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3081,36,10.0,78,2,4.5,Professional,204,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3082,39,13.0,40,3,0.9,Professional,129,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3083,40,16.0,78,4,2.4,Undergraduate,0,No,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
3084,26,0.0,129,3,0.7,Graduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3085,55,29.0,71,3,0.3,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3086,61,35.0,23,3,0.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3087,57,33.0,15,2,0.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3088,56,31.0,28,1,1.3,Undergraduate,138,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3089,31,5.0,23,3,1.0,Undergraduate,95,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3090,61,31.0,19,1,1.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3091,58,32.0,42,3,1.4,Professional,158,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3092,43,18.0,113,2,0.4,Undergraduate,325,No,Yes,No,No,No,Holds Only Security Account
3093,29,5.0,34,4,0.4,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3094,50,23.0,19,1,0.5,Graduate,104,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3095,49,25.0,43,1,1.6,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3096,43,18.0,179,3,1.2,Undergraduate,0,Yes,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
3097,58,32.0,44,3,2.2,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3098,41,16.0,21,2,0.1,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3099,65,40.0,115,1,2.5,Undergraduate,174,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3100,52,27.0,81,4,3.8,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3101,55,31.0,91,2,2.8,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3102,49,25.0,30,4,0.9,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3103,52,22.0,55,3,1.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3104,56,31.0,48,2,2.1,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3105,30,4.0,23,4,0.3,Graduate,121,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3106,36,10.0,21,3,0.1,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3107,41,17.0,55,2,1.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3108,42,15.0,21,3,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3109,60,34.0,40,3,2.2,Professional,0,No,Yes,No,Yes,No,Holds Only Security Account
3110,44,20.0,30,4,0.3,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3111,34,9.0,78,3,0.6,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3112,56,32.0,65,2,3.2,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3113,31,5.0,50,4,2.1,Professional,209,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3114,29,4.0,55,4,2.0,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
3115,31,5.0,111,2,0.2,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3116,36,10.0,21,3,0.1,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3117,42,16.0,65,3,0.5,Professional,256,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3118,64,39.0,114,1,0.8,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3119,61,36.0,54,3,0.9,Professional,179,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3120,35,11.0,75,2,1.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3121,28,2.0,13,4,0.4,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3122,38,14.0,54,2,0.6,Professional,218,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3123,44,17.0,22,3,1.0,Graduate,126,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3124,45,20.0,198,2,2.8,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3125,46,20.0,18,1,0.2,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3126,57,32.0,74,4,0.7,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3127,40,14.0,61,4,0.2,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3128,38,12.0,64,2,1.8,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3129,39,14.0,10,2,0.3,Graduate,0,No,Yes,No,No,Yes,Holds Only Security Account
3130,23,20.1046,82,2,1.8,Graduate,0,No,Yes,No,No,Yes,Holds Only Security Account
3131,47,22.0,61,3,2.7,Graduate,168,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3132,32,7.0,83,2,2.5,Undergraduate,148,No,Yes,No,Yes,No,Holds Only Security Account
3133,30,5.0,73,3,2.6,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3134,54,30.0,22,2,0.4,Undergraduate,89,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3135,25,0.0,91,2,1.8,Graduate,321,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3136,60,34.0,65,3,2.2,Professional,94,No,Yes,Yes,No,Yes,Holds Both Security & Deposit Account
3137,61,36.0,13,3,0.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3138,36,11.0,103,1,4.6,Undergraduate,255,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3139,52,26.0,95,1,0.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3140,33,7.0,31,4,1.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3141,57,31.0,131,3,0.6,Undergraduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3142,34,8.0,175,4,1.1,Professional,0,Yes,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
3143,50,24.0,38,4,0.1,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3144,43,18.0,104,3,1.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3145,34,10.0,114,3,3.3,Professional,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3146,26,1.0,38,4,1.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
